en	kr
Moreover, the fine dust prediction based on traffic data is also an emerging issue in this research area.	더욱이, 교통 데이터에 기반한 미세먼지 예측은 또한 매우 시급한 연구 분야이다.
Sentence similarity prediction based on Siamese CNNBidirectional LSTM	Siamese CNN-Bidirectional LSTM 기반 문장 유사도 예측
However, if the wide area is damaged, it can not be solved by a general interpolation method.	하지만 광범위한 영역이 손상된 경우 근접한 화소를 활용하는 방법으로 해결이 어렵다.
Recognition of Flat Type Signboard using Deep Learning	딥러닝을 이용한 판류형 간판의 인식
Fast Delineation of the Depth to Bedrock using the GRM during the Seismic Refaction Survey in Cheongju Granite Area	굴절법 탄성파탐사 현장에서 GRM을 이용한 청주화강암지역 기반암 깊이의 신속한 추정
An Optimization of Streaming Structured CNN Hardware for Super Resolution Using 1-D Horizontal Convolution Filter	1-D 수평 Convolution Filter를 이용한 Super Resolution용 Streaming 구조 CNN 하드웨어 최적화
Layered protecting system for multiple video objects based on machine learning	신경망 학습에 기반한 적층형 다종 영상 객체 보호 시스템
A Study on Application of Reinforcement Learning Algorithm Using Pixel Data	픽셀 데이터를 이용한 강화 학습 알고리즘 적용에 관한 연구
Human Activity Recognition System Using Multimodal Sensor and Deep Learning Based on LSTM	다중모드 센서와 LSTM 기반의 딥 러닝을 이용한 인간의 행동인식 시스템
In this paper, we propose an average contrastive divergence  algorithm for discriminative RBM and show that classification performance can be improved.	본 논문에서는 분류용 제한볼츠만기계를 학습하기 위해 새로운  평균 contrastive divergence 알고리즘을 제안하고 분류성능을 향상시킬 수 있음을 보인다.
All of the recent risk prediction tools use artificial intelligence algorithms, and among them, machine learning algorithms are frequently used.	근래의 위험성 예측 도구는 모두 인공지능 알고리즘을 사용하고 있고, 그 중에서도 머신러닝 알고리즘을 사용하는 경우가 많다.
CNN Acceleration by Exploiting SIMD Parallelism	SIMD 병렬화를 활용한 CNN 가속화
Thus, in this paper, using clustering-based binary search tree structure, the Sleep deprivation attack detection model is proposed.	이에 본 논문에서는 클러스터링 기반 이진 탐색 트리 구조의 Sleep deprivation attack 탐지 모델을 제안한다.
3-D Solder Paste Inspection Based on B-spline Surface Approximation	스테레오 비전을 이용한 포인팅 디바이스에 관한 연구
A Noise-Robust Measuring Algorithm for Small Tubes Based on an Iterative Statistical Method	통계적 반복법에 기반한 노이즈에 강한 소형튜브 측정 알고리즘 개발
Measurement Design for Upper Extremity Movement Function of the MFT using Stereo Vision	스테레오비전을 이용한 MFT의 상지 전방거상 측정설계
For the final output, the neural network is trained with the outputs of the second hidden layer as inputs.	최종 출력을 위해 출력층은 두번째 은닉층의 출력을 입력으로 사용하여 학습된다.
Traditional demand forecasting methods are difficult to meet the needs of companies due to rapid changes in the market and the diversification of individual consumer needs.	시장의 급속한 변화와 개별 수요자 요구의 다양화로 인하여 전통적인 예측 방식은 기업의 요구사항을 충족시키기 어렵다.
In the field of natural language processing, pre-training that simply collects text data and utilizes it as learning data is overcome by the reality that the cost and time of tagging learning data for various application fields are blocking barriers in deep learning applications.	자연어 처리 분야에서는 다양한 응용 분야에 대한 태깅된 학습 데이터 구축 비용 및 시간이 딥러닝 적용에 있어서 장벽으로 가 로막고 있는 현실 때문에 단순히 텍스트 데이터를 수집하여 학습 데이터로 활용하는 사전 학습(pre-training)이 이를 극복하기 위한 방법으로 주목을 받는다.
The empirical analysis shows that the XGBoost model is competitive in predicting stock price movements.	실증분석 결과 주가등락 예측에 있어서 XGBoost 모델의 유용성을 확인할 수 있다.
We train the multilayer perceptron, LSTM, CNN-LSTM model about two kinds of smart city data which have a different number of features.	데이터 특성이 다른 두 스마트 시티 데이터에 대해 다층 신경망, LSTM, CNN-LSTM 모델을 학습한다.
Performance Evaluation of Image Segmentation Technique and Mask R-CNN for Chinese Image	한자 이미지 분할 기법 및 Mask R-CNN 성능 평가
In order to effectively model the remaining time, normalization by activity is proposed and applied to the predictive model by taking into account the difference in the distribution of time feature values according to the properties of each activity.	잔여시간을 효과적으로 모델링하기 위해 액티비티별 속성에 따른 시간특징 값 분포 차이를 고려하여 액티비티별 특징 정규화를 제안하고 예측모델에 적용한다.
Predicting the Real Estate Price Index Using Deep Learning	딥 러닝을 이용한 부동산가격지수 예측
The number of elderly people with dementia is increasing as fast as the proportion of older people due to aging, which creates a social and economic burden.	고령화로 인해 증가하는 노인 비율만큼이나 치매를 앓는 노인 수 또한 빠르게 늘고 있는데 이는 사회적, 경제적 부담을 발생시킨다.
Empirical Study on Analyzing Training Data for CNN-based Product Classification Deep Learning Model	CNN기반 상품분류 딥러닝모델을 위한 학습데이터 영향 실증 분석
In addition, we propose a method to improve the prediction rate by adding the environmental elements and the separating element to the meteorological element, which is a basic power demand prediction elements.	또한, 기본적인 전력수요 예측요소인 기상요소에 환경요소, 구분요소 등 다양한 예측요소를 추가하여 예측율을 향상하는 방안을 제시하였다.
Concurrent Support Vector Machine Processor	Concurrent Support Vector Machine 프로세서
Finally, the utility and validity of the system proposed in the present paper are verified through experiments in actual environments.	마지막으로 실제환경 실험을 통하여 본 논문에서 제안한 시스템의 효용성과 타당성을 확인한다.
Development of Automatic ALC Block Measurement System Using Machine Vision	머신 비전을 이용한 ALC 블록 생산공정의 자동 측정 시스템 개발
Machine Learning Bigdata Education Platform using Apache Spark	Apache Spark를 이용한 머신러닝 빅데이터 교육 플랫폼
Therefore, CNN-based steganalysis studies have focused on developing effective preprocessing filters as well as network structures.	그러므로, CNN 기반의 스테그아날리시스 연구들은 효과적인 전처리 필터와 네트워크 구조를 개발하는 데 초점을 두고 있다.
A Study on Method for Reducing Network Usage based on Advanced Ring Allreduce Algorithm in Machine Learning	머신러닝의 네트워크 사용량 감소를 위한 개선된 링-올리듀스 알고리즘 기반 기법 연구
Software Engineering : Validation Technique for Class Name Postfixes Based on the Machine Learning of Class Properties	소프트웨어 공학 : 클래스 특성 기계학습에 기반한 클래스 이름의 접미사 검증 기법
MIMO Detection Network based on Long Short-Term Memory	LSTM을 이용한 MIMO 검출 네트워크
Influence of Haptic and Visual Information on Display User Experience	촉각 정보와 시각 정보의 관련성이 디스플레이 사용자경험에 미치는 영향
Re-ranking the Results from Two Image Retrieval System in Cooperative Manner	두 영상검색 시스템의 협력적 이용을 통한 재순위화
Study on the EMG-based Grasp Gesture Classification Using Deep Learning and Application to Active Prosthetics	딥러닝을 활용한 EMG 기반 잡기 손동작 분류와 능동의수에 관한 연구
Spatial-Temporal Long Short-Term Memory (ST-LSTM) Modelling for Flight Departure Delay Prediction: Preliminary study	항공기 출발 지연 예측을 위한 시공간 LSTM (ST-LSTM) 기반 모델링: 선행연구
The factor of power demand prediction was used average temperature, sensible temperature, cooling degree hours, discomfort index.	전력수요 예측요소는 당일 전력수요와 상관관계가 있는 평균온도, 체감온도, 불쾌지수를 이용하였다.
